OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35849,2025-254A,2026-01-01T18:05:14.121888,15.30208901,.00010076,53.1587,183.6391,113.9036,246.2071,0,U,66348,999,988,.87980578E-3,.25796E-3,0
STARLINK-35848,2025-254B,2026-01-01T19:07:22.942848,15.30195518,.00011792,53.1574,183.1990,88.1638,271.9497,0,U,66349,999,873,.79648869E-3,.23301E-3,0
STARLINK-35829,2025-254C,2026-01-01T22:00:17.301024,15.30207295,.0001077,53.1576,182.5269,60.9788,299.1321,0,U,66350,999,875,.11717E-2,.34514E-3,0
STARLINK-35828,2025-254D,2026-01-01T21:50:42.672768,15.29312153,.0001059,53.1585,182.4869,45.4971,314.6115,0,U,66351,999,875,.12852E-3,.335E-4,0
STARLINK-35850,2025-254E,2026-01-01T21:32:56.241888,15.30213418,.0001138,53.1596,182.4084,80.0954,280.0175,0,U,66352,999,875,.56746E-3,.16492E-3,0
STARLINK-35869,2025-254F,2026-01-01T19:49:45.593760,15.30200506,.00017533,53.1594,182.6701,290.8872,69.1941,0,U,66353,999,874,.12128507E-2,.35736E-3,0
STARLINK-35895,2025-254G,2026-01-01T18:08:16.799136,15.30208901,.00007605,53.1597,183.6607,66.6404,293.4677,0,U,66354,999,872,.21311716E-2,.63317E-3,0
STARLINK-35861,2025-254H,2026-01-01T21:07:16.626720,15.30192719,.000099,53.1589,183.0080,34.9970,325.1096,0,U,66355,999,874,.14591E-2,.43098E-3,0
STARLINK-35851,2025-254J,2026-01-01T17:54:35.896320,15.30197966,.00009263,53.1595,183.5917,117.7647,242.3448,0,U,66356,999,872,.10369783E-2,.30477E-3,0
STARLINK-35817,2025-254K,2026-01-01T22:23:05.093376,15.30211585,.0001766,53.1576,182.6290,25.1168,334.9918,0,U,66357,999,875,.13185E-2,.3891E-3,0
STARLINK-35807,2025-254L,2026-01-01T19:10:24.127104,15.30225326,.00007789,53.1562,183.2111,109.8052,250.3033,0,U,66358,999,873,.16358322E-2,.48444E-3,0
STARLINK-35805,2025-254M,2026-01-02T04:00:01.998720,15.30026495,.0002525,53.1574,181.2822,51.7760,286.1432,0,U,66359,999,595,.39389E-2,.117529E-2,0
STARLINK-35823,2025-254N,2026-01-01T18:23:18.625056,15.30206766,.00012694,53.1597,183.0026,65.9496,294.1637,0,U,66360,999,873,.1923317E-2,.57054E-3,0
STARLINK-35813,2025-254P,2026-01-01T21:40:32.234304,15.30200242,.0002035,53.1589,182.4388,65.3100,294.8113,0,U,66361,999,875,.18022E-2,.53402E-3,0
STARLINK-35822,2025-254Q,2026-01-01T18:02:12.071040,15.30214054,.00012474,53.1606,183.6227,67.0247,293.0886,0,U,66362,999,872,.1365648E-2,.40325E-3,0
STARLINK-35806,2025-254R,2026-01-01T18:12:50.107392,15.30208652,.00011066,53.1598,183.6703,73.8330,286.2792,0,U,66363,999,872,.11459824E-2,.33745E-3,0
STARLINK-35797,2025-254S,2026-01-01T17:57:39.873888,15.30220209,.00011058,53.1589,183.6035,85.6304,274.4823,0,U,66364,999,872,.84851171E-3,.24871E-3,0
STARLINK-35827,2025-254T,2026-01-01T18:56:44.303424,15.30169293,.00010387,53.1578,183.1480,79.4729,280.6388,0,U,66365,999,873,.1603363E-2,.47386E-3,0
STARLINK-35845,2025-254U,2026-01-01T22:17:00.483648,15.30201219,.0001191,53.1572,182.5923,80.5322,279.5813,0,U,66366,999,875,.18479E-2,.54777E-3,0
STARLINK-35846,2025-254V,2026-01-01T18:17:14.034336,15.30217363,.00007317,53.1595,182.9766,73.5526,286.5555,0,U,66367,999,873,.13275975E-2,.39189E-3,0
STARLINK-34861,2025-254W,2026-01-01T20:20:53.862432,15.30186772,.0000404,53.1572,180.6291,47.6593,312.4442,0,U,66368,999,877,.99648E-3,.29258E-3,0
STARLINK-35795,2025-254X,2026-01-01T18:55:59.747808,15.30238241,.00020268,53.1590,180.9715,80.4482,279.6748,0,U,66369,999,876,.24927602E-2,.74299E-3,0
STARLINK-35824,2025-254Y,2026-01-02T04:00:01.998720,15.30186583,.0000765,53.1578,179.1826,73.0683,226.9547,0,U,66370,999,591,-.11633E-3,-.3801E-4,0
STARLINK-35804,2025-254Z,2026-01-01T18:42:17.575776,15.30205878,.000082,53.1580,180.9118,73.2505,286.8586,0,U,66371,999,876,.11510546E-2,.33894E-3,0
STARLINK-35821,2025-254AA,2026-01-01T18:37:44.308128,15.30201107,.00010168,53.1582,180.8947,55.3446,304.7650,0,U,66372,999,876,.18486599E-2,.54799E-3,0
STARLINK-35809,2025-254AB,2026-01-01T18:33:10.309536,15.30209250,.00009382,53.1573,180.8716,69.1866,290.9235,0,U,66373,999,876,.12009966E-2,.35391E-3,0
STARLINK-35831,2025-254AC,2026-01-01T20:58:43.339008,15.30211168,.0001072,53.1608,180.0828,83.9651,276.1472,0,U,66374,999,878,.93533E-3,.27455E-3,0
STARLINK-35826,2025-254AD,2026-01-01T19:01:53.310432,15.30202506,.00011164,53.1589,180.2805,59.8714,300.2397,0,U,66375,999,877,.14471645E-2,.42752E-3,0
SHIYAN-32 01,2025-255A,2026-01-02T03:41:24.410400,15.43723691,.0014457,52.9967,81.0169,96.3420,263.9231,0,U,66376,999,850,.71064E-3,.3243E-3,0
SHIYAN-32 02,2025-255C,2026-01-02T03:44:08.646432,15.39520411,.0010298,52.9953,81.0180,337.1750,22.8793,0,U,66378,999,836,.91172E-3,.36184E-3,0
STARLINK-35139,2025-257A,2026-01-02T00:41:30.277824,15.39004239,.0002038,53.1577,169.0523,94.5968,265.5270,0,U,66380,999,943,.19908E-1,.845772E-2,0
STARLINK-35158,2025-257B,2026-01-02T02:14:34.172448,15.39619432,.0001258,53.1575,168.7483,64.8499,295.2636,0,U,66381,999,950,.14532E-2,.58173E-3,0
STARLINK-35639,2025-257C,2026-01-01T18:20:58.324416,15.39634095,.00009806,53.1582,170.2515,69.8779,290.2332,0,U,66382,999,945,.14670732E-2,.58763E-3,0
STARLINK-35690,2025-257D,2026-01-02T04:00:01.998720,15.39573936,.000104,53.1575,168.3022,103.7303,352.2549,0,U,66383,999,573,.7818E-3,.30952E-3,0
STARLINK-35662,2025-257E,2026-01-02T04:00:01.998720,15.39578327,.0001012,53.1573,168.2990,102.3511,355.4610,0,U,66384,999,583,.74095E-3,.29311E-3,0
STARLINK-35659,2025-257F,2026-01-01T16:47:01.099392,15.39634227,.00008767,53.1575,170.5542,49.7774,310.3308,0,U,66385,999,944,.20391E-2,.82084E-3,0
STARLINK-35651,2025-257G,2026-01-01T16:34:07.233600,15.39627102,.00008928,53.1580,170.4994,47.8686,312.2395,0,U,66386,999,944,.18836442E-2,.75714E-3,0
STARLINK-35661,2025-257H,2026-01-01T19:40:35.964480,15.39650785,.00011272,53.1586,169.8843,81.5521,278.5611,0,U,66387,999,946,.96629247E-3,.38486E-3,0
STARLINK-35647,2025-257J,2026-01-02T00:00:02.998944,15.39635865,.0001263,53.1576,168.9853,85.9258,217.3096,0,U,66388,999,587,-.12598E-2,-.50482E-3,0
STARLINK-35694,2025-257K,2026-01-01T17:53:46.175712,15.39639272,.00009626,53.1591,170.1267,56.3694,303.7402,0,U,66389,999,945,.15589087E-2,.62508E-3,0
STARLINK-35665,2025-257L,2026-01-01T16:20:28.142592,15.39616955,.00010356,53.1587,169.0002,51.4885,308.6212,0,U,66390,999,956,.99387053E-3,.39557E-3,0
STARLINK-35656,2025-257M,2026-01-01T17:50:46.343616,15.30200618,.00010826,53.1589,170.8147,54.3839,305.7263,0,U,66391,999,954,.11433488E-2,.33658E-3,0
STARLINK-35671,2025-257N,2026-01-01T18:00:25.976160,15.39630513,.00010188,53.1580,170.1558,58.4977,301.6128,0,U,66392,999,945,.15055584E-2,.6032E-3,0
STARLINK-35652,2025-257P,2026-01-01T20:54:29.284992,15.39642022,.0001204,53.1593,169.4911,355.6018,4.4976,0,U,66393,999,947,.17127E-2,.68778E-3,0
STARLINK-35672,2025-257Q,2026-01-01T17:47:03.766848,15.39609089,.00011836,53.1590,170.1030,83.1415,276.9725,0,U,66394,999,945,.16737502E-2,.67116E-3,0
STARLINK-35681,2025-257R,2026-01-01T19:14:19.548096,15.39626933,.00012452,53.1594,169.7686,70.3995,289.7144,0,U,66395,999,939,.10675743E-2,.42551E-3,0
STARLINK-35669,2025-257S,2026-01-01T17:40:22.482912,15.39612141,.00013281,53.1589,170.0675,59.5124,300.6012,0,U,66396,999,945,.11584679E-2,.46207E-3,0
STARLINK-35510,2025-257T,2026-01-02T04:00:01.998720,15.39579173,.0001338,53.1585,167.9914,85.6833,164.8085,0,U,66397,999,596,.68254E-3,.26961E-3,0
STARLINK-35642,2025-257U,2026-01-01T15:53:59.976672,15.39636956,.00009321,53.1595,170.3140,26.0137,334.0915,0,U,66398,999,944,.23944349E-2,.96652E-3,0
STARLINK-35657,2025-257V,2026-01-01T17:33:41.383872,15.39628565,.00009687,53.1591,170.0376,56.8949,303.2149,0,U,66399,999,945,.17651279E-2,.70883E-3,0
STARLINK-35667,2025-257W,2026-01-02T04:00:01.998720,15.39584665,.0001267,53.1583,167.8875,87.2248,214.7724,0,U,66400,999,581,.70374E-3,.27819E-3,0
STARLINK-35668,2025-257X,2026-01-02T04:00:01.998720,15.39579774,.0001311,53.1583,167.8838,86.3026,217.5281,0,U,66401,999,596,.68531E-3,.27073E-3,0
STARLINK-35644,2025-257Y,2026-01-01T19:00:28.620288,15.39641058,.00010923,53.1584,169.7013,56.0090,304.1018,0,U,66402,999,946,.17273969E-2,.69374E-3,0
STARLINK-35602,2025-257Z,2026-01-02T00:00:02.998944,15.39568815,.0001124,53.1582,168.6223,77.2711,46.2442,0,U,66403,999,581,.14957E-2,.59798E-3,0
STARLINK-35691,2025-257AA,2026-01-01T20:20:34.989216,15.39626076,.00009894,53.1591,169.3346,81.2737,278.8380,0,U,66404,999,947,.86768126E-3,.34471E-3,0
STARLINK-35683,2025-257AB,2026-01-01T20:13:53.799456,15.39645776,.00014793,53.1598,169.3073,53.7401,306.3740,0,U,66405,999,940,.17914718E-2,.71999E-3,0
STARLINK-34840,2025-257AC,2026-01-01T23:14:29.969088,15.39634919,.00012768,53.1576,167.9498,86.5841,273.5310,0,U,66406,999,944,.18911334E-2,.7604E-3,0
STARLINK-35686,2025-257AD,2026-01-01T23:14:09.507840,15.39655473,.0001359,53.1594,168.6656,58.2712,301.8425,0,U,66407,999,949,.1591E-2,.63849E-3,0
STARLINK-35679,2025-257AE,2026-01-01T18:40:45.462144,15.39633422,.000117,53.1591,168.9002,60.7240,299.3882,0,U,66408,999,947,.20009257E-2,.80521E-3,0
CHUTIAN-2 A,2025-256A,2025-12-30T20:59:46.150944,14.49972455,.00145805,98.2742,69.3110,125.2173,235.0389,0,U,66409,999,750,.29268764E-3,.109E-4,0
CHUTIAN-2 B,2025-256B,2026-01-02T04:53:32.718624,14.49979480,.0015187,98.2759,71.6533,121.7033,238.5645,0,U,66410,999,784,.30426E-3,.1136E-4,0
HULIANWANG DIGUI-96,2025-258A,2025-12-29T11:20:08.464416,13.96576617,.00046233,50.0022,193.4868,129.1897,230.9416,0,U,66412,999,701,.12819939E-3,.3E-6,0
HULIANWANG DIGUI-97,2025-258B,2025-12-29T01:26:26.692224,13.96459711,.00077721,50.0021,195.3386,2.1713,357.9221,0,U,66413,999,695,.13590321E-3,.4E-6,0
HULIANWANG DIGUI-98,2025-258C,2025-12-29T09:54:09.285408,13.96688429,.00003315,50.0051,193.8729,128.1880,231.9051,0,U,66414,999,700,.13825401E-3,.44E-6,0
HULIANWANG DIGUI-99,2025-258D,2025-12-29T12:56:44.787264,13.96653763,.00039948,50.0019,193.1889,113.2246,246.9077,0,U,66415,999,703,.13017486E-3,.33E-6,0
HULIANWANG DIGUI-100,2025-258E,2025-12-29T09:47:57.899328,13.96664215,.00006361,50.0006,193.8238,125.0307,235.0654,0,U,66416,999,700,.15597579E-3,.69E-6,0
HULIANWANG DIGUI-101,2025-258F,2025-12-29T09:42:31.367808,13.96758205,.00002017,50.0052,193.8088,217.0052,143.0836,0,U,66417,999,700,.13492802E-3,.4E-6,0
HULIANWANG DIGUI-102,2025-258G,2025-12-26T11:08:27.356928,14.01475641,.00033819,49.9940,205.5298,137.9457,222.1707,0,U,66418,999,659,.11224319E-3,.2E-6,0
HULIANWANG DIGUI-103,2025-258H,2025-12-29T11:03:38.571840,13.97007120,.00121514,49.9824,193.3557,148.5206,211.6425,0,U,66419,999,701,.13209916E-3,.37E-6,0
HULIANWANG DIGUI-104,2025-258J,2025-12-27T09:13:59.462400,14.00394043,.00019131,50.0003,201.7706,60.8938,299.2156,0,U,66420,999,671,.11150061E-3,.16E-6,0
STARLINK-35617,2025-259A,2026-01-02T04:06:10.020384,15.40652537,.0002691,43.0000,290.4040,299.6868,60.3721,0,U,66422,999,931,.24139E-2,.101732E-2,0
STARLINK-35618,2025-259B,2026-01-02T04:02:54.841056,15.40697812,.0001827,43.0018,290.3868,277.0877,82.9771,0,U,66423,999,931,.16931E-2,.71078E-3,0
STARLINK-35588,2025-259C,2026-01-02T03:59:41.718048,15.40681276,.0000843,42.9995,290.3717,291.4500,68.6266,0,U,66424,999,931,.23839E-2,.100535E-2,0
STARLINK-35555,2025-259D,2026-01-02T03:56:26.467008,15.40832471,.0005346,43.0009,290.3516,243.8684,116.1622,0,U,66425,999,931,.17722E-2,.74813E-3,0
STARLINK-35589,2025-259E,2026-01-02T03:53:13.522848,15.40770651,.0004002,43.0005,290.3345,249.2025,110.8403,0,U,66426,999,931,.20022E-2,.84479E-3,0
STARLINK-35611,2025-259F,2026-01-02T03:50:01.065120,15.40684685,.0000598,43.0014,290.3159,241.0918,118.9878,0,U,66427,999,931,.21152E-2,.89047E-3,0
STARLINK-35610,2025-259G,2026-01-02T03:46:47.211168,15.40692257,.0001452,43.0010,290.2974,264.2478,95.8213,0,U,66428,999,931,.23011E-2,.97026E-3,0
STARLINK-35533,2025-259H,2026-01-02T03:43:32.917440,15.40750908,.0004824,43.0035,290.2764,236.9741,123.0652,0,U,66429,999,931,.16503E-2,.694E-3,0
STARLINK-35470,2025-259J,2026-01-02T03:40:20.177184,15.40692873,.0001557,43.0015,290.2634,282.2917,77.7765,0,U,66430,999,931,.21636E-2,.9114E-3,0
STARLINK-35439,2025-259K,2026-01-02T03:37:06.647232,15.40696529,.000148,43.0013,290.2446,290.1956,69.8742,0,U,66431,999,931,.17098E-2,.71785E-3,0
STARLINK-35446,2025-259L,2026-01-02T03:33:53.143200,15.40809318,.0001617,42.9983,290.2289,278.9676,81.0998,0,U,66432,999,931,.32053E-2,.136508E-2,0
STARLINK-35457,2025-259M,2026-01-02T03:30:38.877984,15.40803045,.0003521,42.9979,290.2148,255.1514,104.8953,0,U,66433,999,931,.31702E-2,.134968E-2,0
STARLINK-35389,2025-259N,2026-01-02T03:27:25.824960,15.40677040,.0001358,43.0015,290.1911,274.0920,85.9781,0,U,66434,999,931,.22366E-2,.94212E-3,0
STARLINK-35502,2025-259P,2026-01-02T03:24:11.711808,15.40756845,.000314,43.0009,290.1755,253.6851,106.3660,0,U,66435,999,931,.17064E-2,.71794E-3,0
STARLINK-35501,2025-259Q,2026-01-02T03:17:44.802240,15.40755953,.0002974,42.9985,290.1410,248.6543,111.3996,0,U,66436,999,931,.18559E-2,.78173E-3,0
STARLINK-35474,2025-259R,2026-01-02T04:00:01.998720,15.27514129,.0001456,43.0004,290.1847,268.2877,166.8840,0,U,66437,999,591,.24586E-2,.67882E-3,0
STARLINK-34681,2025-259S,2026-01-02T04:00:01.998720,15.28362800,.0001413,43.0005,290.1055,265.2088,202.5875,0,U,66438,999,596,.2831E-2,.80397E-3,0
STARLINK-35327,2025-259T,2026-01-02T03:20:58.181856,15.40753818,.0003211,43.0002,290.1595,247.5600,112.4916,0,U,66439,999,931,.1691E-2,.71128E-3,0
STARLINK-35405,2025-259U,2026-01-01T07:03:12.793248,15.31902885,.0000743,43.0089,294.9784,219.3941,140.6859,0,U,66440,999,918,-.94893E-2,-.287532E-2,0
STARLINK-35426,2025-259V,2026-01-02T04:00:01.998720,15.30062632,.0001786,43.0006,289.9651,286.0714,240.7412,0,U,66441,999,591,-.85532E-1,-.2265824E-1,0
STARLINK-34724,2025-259W,2026-01-02T04:11:50.517600,15.27620097,.0002137,43.0025,290.4246,284.3970,75.6645,0,U,66442,999,931,.14292E-2,.39326E-3,0
STARLINK-35219,2025-259X,2026-01-02T04:06:17.608032,15.27595387,.0001008,42.9997,290.3928,261.7439,98.3299,0,U,66443,999,920,.15657E-2,.43094E-3,0
STARLINK-35360,2025-259Y,2026-01-02T04:00:01.998720,15.34187413,.0000895,43.0008,289.7417,270.5302,347.7801,0,U,66444,999,596,-.65533E-1,-.1972148E-1,0
STARLINK-34698,2025-259Z,2026-01-02T04:00:44.784000,15.27619935,.0001861,42.9996,290.3595,251.2034,108.8616,0,U,66445,999,920,.16655E-2,.45912E-3,0
STARLINK-34986,2025-259AA,2026-01-02T04:00:01.998720,15.27524776,.0001031,42.9993,290.2811,264.6353,128.0870,0,U,66446,999,596,.22152E-2,.61098E-3,0
STARLINK-34851,2025-259AB,2026-01-02T04:00:01.998720,15.27525514,.0000895,42.9999,290.4508,285.5703,36.3995,0,U,66447,999,591,.21952E-2,.6054E-3,0
STARLINK-35355,2025-259AC,2026-01-02T04:02:35.529792,15.27622798,.0001269,42.9998,290.3689,239.2226,120.8501,0,U,66448,999,931,.14059E-2,.38678E-3,0
STARLINK-34720,2025-259AD,2026-01-02T03:55:11.521920,15.27618412,.0001528,43.0004,290.3291,265.6113,94.4565,0,U,66449,999,920,.1375E-2,.37813E-3,0
STARLINK-35334,2025-259AE,2026-01-02T03:50:11.629248,15.28452915,.0001584,43.0012,290.3023,269.0410,91.0260,0,U,66450,999,931,.15168E-2,.42853E-3,0
VIASAT-3 F2,2025-261A,2025-12-30T09:52:03.507744,1.73617000,.20672686,4.5369,290.8827,188.4202,219.8145,0,U,66454,999,99,0,-.61E-6,0
STARLINK-35643,2025-262A,2026-01-01T06:58:44.793408,15.40741916,.0002662,43.0040,318.9708,252.1315,107.9252,0,U,66456,999,857,.10469E-2,.43742E-3,0
STARLINK-35466,2025-262B,2026-01-01T22:25:49.942848,15.40786816,.0001668,43.0006,315.2028,226.1713,133.9006,0,U,66457,999,867,.26592E-2,.112758E-2,0
STARLINK-35684,2025-262C,2026-01-02T04:00:01.998720,15.40601130,.0001694,43.0019,313.8988,268.2023,288.2373,0,U,66458,999,594,.28426E-2,.119927E-2,0
STARLINK-35449,2025-262D,2026-01-01T22:22:36.305760,15.40769785,.0001556,43.0025,315.1860,237.7943,122.2763,0,U,66459,999,867,.20263E-2,.85493E-3,0
STARLINK-35424,2025-262E,2026-01-02T04:32:47.950368,15.40723673,.0002082,43.0032,313.6713,264.0689,95.9930,0,U,66460,999,871,.21044E-2,.88704E-3,0
STARLINK-35132,2025-262F,2026-01-02T04:29:33.693792,15.40753185,.0005013,43.0015,313.6570,234.4545,125.5844,0,U,66461,999,871,.17461E-2,.73496E-3,0
STARLINK-35499,2025-262G,2026-01-02T04:26:20.358240,15.40756906,.0003609,43.0018,313.6381,239.7121,120.3379,0,U,66462,999,871,.17052E-2,.71744E-3,0
STARLINK-35463,2025-262H,2026-01-01T22:06:28.529856,15.40758628,.0001671,43.0018,315.0972,232.1603,127.9102,0,U,66463,999,867,.16804E-2,.7068E-3,0
STARLINK-35435,2025-262J,2026-01-01T22:09:42.652512,15.40777174,.0001578,43.0025,315.1155,245.9687,114.1004,0,U,66464,999,867,.18241E-2,.76864E-3,0
STARLINK-35448,2025-262K,2026-01-01T23:33:23.098176,15.40698702,.0001661,43.0019,314.6896,274.1147,85.9520,0,U,66465,999,868,.12679E-2,.53025E-3,0
STARLINK-35388,2025-262L,2026-01-01T23:30:08.490816,15.40751739,.0001934,43.0029,314.6721,255.8146,104.2496,0,U,66466,999,868,.20218E-2,.85249E-3,0
STARLINK-35682,2025-262M,2026-01-02T04:16:39.808992,15.40780024,.0002854,43.0019,313.5845,249.4767,110.5783,0,U,66467,999,871,.24641E-2,.104329E-2,0
STARLINK-35331,2025-262N,2026-01-01T21:53:34.412640,15.40732846,.0001488,43.0011,315.0269,245.1477,114.9225,0,U,66468,999,867,.17175E-2,.722E-3,0
STARLINK-35451,2025-262P,2026-01-01T13:57:08.762688,15.40737175,.0000767,43.0011,316.8437,31.6328,328.4574,0,U,66469,999,862,.2515E-2,.106361E-2,0
STARLINK-35655,2025-262Q,2026-01-01T23:23:44.009088,15.40711671,.0000951,43.0036,314.6372,279.8853,80.1896,0,U,66470,999,868,.1608E-2,.67489E-3,0
STARLINK-35569,2025-262R,2026-01-01T14:00:23.098752,15.40739852,.0002611,43.0022,316.8623,251.8267,108.2306,0,U,66471,999,862,.30344E-2,.128788E-2,0
STARLINK-35567,2025-262S,2026-01-01T23:14:01.941792,15.40673340,.0001698,43.0029,314.5836,261.1195,98.9470,0,U,66472,999,868,.24198E-2,.102048E-2,0
STARLINK-35568,2025-262T,2026-01-01T13:50:41.663040,15.40737083,.000092,43.0019,316.8095,6.0055,354.0813,0,U,66473,999,862,.28498E-2,.120792E-2,0
STARLINK-35620,2025-262U,2026-01-01T23:07:34.976928,15.40692409,.0001228,43.0008,314.5476,277.9819,82.0898,0,U,66474,999,868,.62241E-3,.25777E-3,0
STARLINK-35538,2025-262V,2026-01-01T13:44:14.048448,15.40727825,.0001266,43.0037,316.7753,281.6377,78.4338,0,U,66475,999,862,.25977E-2,.109883E-2,0
STARLINK-35372,2025-262W,2026-01-01T21:27:46.212768,15.40733686,.0001215,43.0010,314.8889,298.5606,61.5128,0,U,66476,999,856,.1643E-2,.6903E-3,0
STARLINK-35354,2025-262X,2026-01-01T13:34:33.921696,15.40723804,.000116,43.0018,316.7198,30.7193,329.3731,0,U,66477,999,862,.19788E-2,.8333E-3,0
STARLINK-35283,2025-262Y,2026-01-01T05:44:33.823968,15.40709896,.0001236,43.0004,318.5650,266.9029,93.1686,0,U,66478,999,857,.19659E-2,.82738E-3,0
STARLINK-35581,2025-262Z,2026-01-01T13:37:46.548768,15.40658050,.0000855,43.0016,316.7366,309.6381,50.4399,0,U,66479,999,862,.17744E-2,.74439E-3,0
STARLINK-35670,2025-262AA,2026-01-01T13:28:06.892032,15.40726548,.000134,43.0011,316.6829,37.0251,323.0698,0,U,66480,999,862,.18795E-2,.79097E-3,0
STARLINK-35698,2025-262AB,2026-01-01T05:38:06.472896,15.40712222,.0001852,43.0022,318.5311,279.8824,80.1824,0,U,66481,999,857,.17146E-2,.7203E-3,0
STARLINK-35648,2025-262AC,2026-01-01T22:41:45.856032,15.40731813,.000185,42.9996,314.4044,277.6492,82.4154,0,U,66482,999,852,.25916E-2,.109638E-2,0
STARLINK-35654,2025-262AD,2026-01-01T07:05:00.509856,15.40709428,.0001473,43.0026,318.1211,255.4852,104.5841,0,U,66483,999,858,.10459E-2,.43652E-3,0
STARLINK-35371,2025-262AE,2026-01-01T05:28:25.540896,15.40705971,.0001345,43.0020,318.4807,258.5627,101.5078,0,U,66484,999,857,.1659E-3,.6634E-4,0
STARLINK-34774,2025-263A,2026-01-02T01:30:33.353856,15.40728531,.0001482,43.0016,8.3257,290.3147,69.7550,0,U,66485,999,869,.17523E-2,.73675E-3,0
STARLINK-34844,2025-263B,2026-01-02T00:45:23.280480,15.40762136,.0000394,42.9975,8.0776,226.4449,133.6375,0,U,66486,999,864,.17335E-2,.72954E-3,0
STARLINK-34733,2025-263C,2026-01-01T09:34:27.663456,15.40760670,.00012692,43.0014,11.9386,237.5062,122.5673,0,U,66487,999,859,.25252379E-2,.106886E-2,0
STARLINK-35515,2025-263D,2026-01-02T00:19:35.138496,15.40733243,.0001805,43.0027,7.9429,259.4616,100.6037,0,U,66488,999,869,.16056E-2,.67438E-3,0
STARLINK-35696,2025-263E,2026-01-02T00:32:29.080320,15.40761502,.0001312,43.0017,8.0125,238.5591,121.5137,0,U,66489,999,869,.18924E-2,.7974E-3,0
STARLINK-35693,2025-263F,2026-01-02T01:17:38.706144,15.40758405,.0001946,42.9999,8.2484,210.9433,149.1309,0,U,66490,999,869,.18564E-2,.78196E-3,0
STARLINK-35663,2025-263G,2026-01-02T01:40:01.782048,15.40757459,.0001718,43.0024,7.4979,230.9172,129.1532,0,U,66491,999,870,.20004E-2,.84347E-3,0
STARLINK-35673,2025-263H,2026-01-02T01:24:06.111648,15.40711485,.0003161,43.0052,8.2871,274.3913,85.6582,0,U,66492,999,869,.16261E-2,.68265E-3,0
STARLINK-35597,2025-263J,2026-01-02T00:38:56.186016,15.40764871,.0001262,43.0022,8.0447,260.1898,99.8816,0,U,66493,999,869,.20318E-2,.85714E-3,0
STARLINK-35689,2025-263K,2026-01-01T07:51:24.994368,15.40695059,.0002456,43.0037,12.2596,284.3155,75.7429,0,U,66494,999,858,.1499E-2,.62822E-3,0
STARLINK-35832,2025-263L,2026-01-02T00:51:50.461344,15.40759865,.0000534,42.9999,8.1131,234.1832,125.8975,0,U,66495,999,869,.18654E-2,.7858E-3,0
STARLINK-35909,2025-263M,2026-01-02T00:22:48.495648,15.40773453,.000239,42.9969,7.9549,133.7856,226.3198,0,U,66496,999,869,.19059E-2,.80354E-3,0
STARLINK-35899,2025-263N,2026-01-02T00:00:13.616640,15.40758275,.000041,42.9967,7.8353,92.4472,267.6431,0,U,66497,999,869,.15894E-2,.66801E-3,0
STARLINK-35907,2025-263P,2026-01-01T23:47:31.393248,15.40713519,.0001193,43.0021,8.6429,254.7747,105.2978,0,U,66498,999,868,.56528E-3,.23392E-3,0
STARLINK-35816,2025-263Q,2026-01-02T01:11:12.130944,15.40777146,.0001812,42.9999,8.2140,148.0079,212.0888,0,U,66499,999,869,.17288E-2,.72794E-3,0
STARLINK-35894,2025-263R,2026-01-02T00:34:15.010176,15.27617071,.0000219,43.0001,10.6235,219.0975,140.9861,0,U,66500,999,866,.13477E-2,.37051E-3,0
STARLINK-35897,2025-263S,2026-01-02T01:04:44.561280,15.40731725,.0001814,42.9998,8.1812,185.3495,174.7342,0,U,66501,999,869,.15477E-2,.64969E-3,0
STARLINK-35922,2025-263T,2026-01-02T01:43:15.431232,15.40718971,.0004228,43.0044,7.5150,292.3571,67.6837,0,U,66502,999,870,.2195E-2,.92582E-3,0
STARLINK-35917,2025-263U,2026-01-01T23:21:42.962688,15.40744326,.00011809,43.0016,8.5037,253.8171,106.2556,0,U,66503,999,868,.28885879E-2,.122495E-2,0
STARLINK-35916,2025-263V,2026-01-02T00:58:18.938208,15.27615194,.0002477,42.9928,10.7669,131.2187,228.8879,0,U,66504,999,866,.15491E-2,.42661E-3,0
STARLINK-34766,2025-263W,2026-01-02T00:42:09.797184,15.40766491,.0000457,43.0004,8.0614,126.4605,233.6294,0,U,66505,999,869,.20095E-2,.84764E-3,0
STARLINK-34765,2025-263X,2026-01-02T00:35:42.609408,15.40761282,.0000462,42.9983,8.0231,152.0340,208.0541,0,U,66506,999,869,.16376E-2,.68861E-3,0
STARLINK-34767,2025-263Y,2026-01-01T07:54:38.253888,15.40715249,.0001418,43.0042,12.2731,282.2893,77.7805,0,U,66507,999,858,.15614E-2,.65513E-3,0
STARLINK-35608,2025-263Z,2026-01-02T00:48:36.840672,15.40737885,.0001219,43.0022,8.0945,275.8955,84.1762,0,U,66508,999,869,.18611E-2,.7834E-3,0
