OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SAUDISAT 2,2004-025F,2026-01-01T22:21:16.301088,14.56543513,.0025955,98.5431,357.6966,87.5793,272.8375,0,U,28371,999,14154,.17508E-3,.733E-5,0
APRIZESAT 1,2004-025G,2026-01-01T23:33:37.812096,14.51654262,.0043664,98.6316,8.1739,301.3859,58.3067,0,U,28372,999,13779,.196E-3,.746E-5,0
AURA,2004-026A,2026-01-02T03:08:21.626304,14.60974596,.0001644,98.3209,317.4555,85.0209,275.1179,0,U,28376,999,14196,.45455E-3,.2181E-4,0
ANIK F2,2004-027A,2026-01-02T02:00:22.684032,1.00271222,.0001339,2.8559,81.7270,211.6391,87.3290,0,U,28378,999,3959,0,-.44E-6,0
COSMOS 2407,2004-028A,2026-01-02T00:48:21.799296,13.76316347,.0039217,82.9595,197.8665,358.9667,113.4232,0,U,28380,999,7702,.10601E-3,.119E-5,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-01-01T23:18:37.047168,15.15072728,.0006583,97.6032,28.8141,5.9905,354.1405,0,U,28413,999,16227,.65627688E-3,.12228E-3,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-01-01T23:37:40.296288,15.05201176,.0004965,97.6174,22.0170,5.8736,354.2548,0,U,28414,999,16181,.4352335E-3,.6151E-4,0
COSMOS 2408,2004-037A,2026-01-01T21:55:02.308224,12.45674906,.00148808,82.4848,70.0367,272.3947,87.5430,0,U,28419,999,96720,.11194536E-4,.11E-6,0
COSMOS 2409,2004-037B,2026-01-01T23:40:45.079968,12.45319905,.00124938,82.4849,73.1465,284.0818,75.8875,0,U,28420,999,96686,.7021953E-3,.11E-5,0
AMC-15,2004-041A,2026-01-01T22:36:39.318336,1.00271723,.00025739,0.0182,25.8912,251.5067,58.2985,0,U,28446,999,7763,0,-.79E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-01-02T00:24:41.761728,15.17760231,.0035955,97.2515,162.0814,82.6415,277.8904,0,U,28470,999,16256,.36404E-3,.7411E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-01-01T06:38:32.393184,2.00570241,.0171073,55.2306,331.6200,310.1132,49.2896,0,U,28474,999,15508,0,-.84E-6,0
SWIFT,2004-047A,2026-01-02T04:30:07.662816,15.52418305,.0004838,20.5555,10.7446,180.2195,179.8246,0,U,28485,999,16089,.10911E-2,.70726E-3,0
NANOSAT-1,2004-049B,2026-01-01T21:56:59.948736,14.79677838,.0005166,98.2026,134.8232,104.2180,255.9605,0,U,28493,999,13085,.36864E-3,.2713E-4,0
COSMOS 2414,2005-002A,2026-01-01T22:23:56.075424,13.87905998,.0041317,82.9499,169.3903,83.7330,276.8537,0,U,28521,999,6075,.83627E-4,.116E-5,0
NSS-10,2005-003A,2026-01-02T02:21:13.188384,1.00271686,.0003356,6.0354,72.4815,211.0828,176.0224,0,U,28526,999,5149,0,-.249E-5,0
XM-3 (RHYTHM),2005-008A,2026-01-02T02:36:56.681568,0.98953117,.0002666,0.2268,82.5628,266.8684,169.0279,0,U,28626,999,4095,0,-.76E-6,0
INMARSAT 4-F1,2005-009A,2026-01-01T22:14:33.933696,1.00270629,.0002536,4.9432,42.6552,245.3745,325.2799,0,U,28628,999,7600,0,.37E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-01-02T02:11:25.964736,14.90487815,.0000546,97.5472,32.6007,117.3709,242.7565,0,U,28649,999,11907,.36243E-3,.3485E-4,0
DIRECTV 8,2005-019A,2026-01-02T01:58:00.411744,1.00270391,.0003366,0.0258,26.8777,261.2054,84.0999,0,U,28659,999,7540,0,0,0
GALAXY 28 (G-28),2005-022A,2026-01-02T03:19:32.384928,1.00597589,.0003107,2.8717,81.0458,168.1965,189.2543,0,U,28702,999,5030,0,-.269E-5,0
SJ-7,2005-024A,2026-01-02T00:25:47.830944,15.18590885,.0015265,97.7461,27.8337,246.7031,113.2596,0,U,28737,999,12278,.75691E-3,.15649E-3,0
THAICOM 4,2005-028A,2026-01-01T21:57:58.023360,1.00269511,.00021975,0.0478,79.7774,198.1492,272.5875,0,U,28786,999,5058,0,-.353E-5,0
REIMEI (INDEX),2005-031B,2026-01-02T02:59:43.958112,15.08771975,.0019888,97.9988,118.7855,316.9854,42.9818,0,U,28810,999,10593,.70621E-3,.11085E-3,0
ANIK F1R,2005-036A,2026-01-02T02:01:22.587744,1.00271562,.000163,3.8882,78.6714,217.5293,88.5644,0,U,28868,999,4478,0,-.7E-6,0
NAVSTAR 57 (USA 183),2005-038A,2025-12-31T14:02:10.339296,2.00577037,.01309991,55.0151,279.9417,294.0191,245.2379,0,U,28874,999,14847,0,-.26E-6,0
SYRACUSE 3A,2005-041B,2026-01-01T21:37:00.029856,1.00269671,.0003116,4.2187,77.9297,212.8460,181.2090,0,U,28885,999,7408,0,.136E-5,0
BEIJING 1,2005-043A,2026-01-02T05:07:23.713824,14.63388676,.0015893,98.2657,134.7707,81.5942,278.7060,0,U,28890,999,7637,.14262E-3,.69E-5,0
SINAH 1,2005-043D,2026-01-02T04:28:38.820288,14.63989020,.0015681,98.2614,135.8003,77.5230,282.7725,0,U,28893,999,7623,.17532E-3,.871E-5,0
CUBESAT XI-V,2005-043F,2026-01-01T15:08:54.133440,14.71991838,.0014557,98.2731,154.0485,18.1825,341.9899,0,U,28895,999,7724,.61689E-3,.3826E-4,0
INMARSAT 4-F2,2005-044A,2026-01-01T23:47:27.915648,1.00270887,.0002591,4.8777,43.7380,238.4325,319.8272,0,U,28899,999,7385,0,-.256E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-01-01T16:08:56.690304,12.55593506,.00082995,82.4676,54.1498,173.4114,308.4578,0,U,28908,999,91800,.25951307E-3,.53E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-01-01T18:11:27.216960,1.00272012,.00032054,8.9838,55.7868,187.2938,176.7925,0,U,28912,999,533,0,.126E-5,0
EUTELSAT 174A,2005-052A,2026-01-01T22:13:26.540832,1.00271440,.00063388,3.7978,78.6116,205.1548,325.1328,0,U,28924,999,5066,0,.14E-6,0
ECHOSTAR 10,2006-003A,2026-01-02T02:00:37.659744,1.00271146,.0001445,0.0228,316.3067,303.0574,122.3120,0,U,28935,999,7279,0,-.46E-6,0
SPAINSAT,2006-007A,2026-01-01T19:14:43.880928,1.00272113,.0005137,0.1343,92.4204,177.3497,90.1635,0,U,28945,999,7255,0,-.207E-5,0
JCSAT-5A,2006-010A,2026-01-02T01:26:25.937088,1.00270109,.0001065,0.6788,86.4740,256.2148,272.6996,0,U,29045,999,7210,0,-.319E-5,0
ASTRA 1KR,2006-012A,2026-01-01T22:37:21.681120,1.00267954,.00058434,0.0478,60.1510,198.0048,201.7287,0,U,29055,999,4403,0,.128E-5,0
EROS B,2006-014A,2026-01-01T22:19:11.241408,15.76441389,.00068853,97.3427,124.5706,318.3225,41.7515,0,U,29079,999,9397,.20580369E-2,.337397E-2,0
RESURS-DK 1,2006-021A,2026-01-02T03:17:54.921408,15.12300622,.000699,69.9346,49.1181,242.0385,118.0074,0,U,29228,999,7746,.30817E-3,.5246E-4,0
GALAXY 16 (G-16),2006-023A,2026-01-02T02:03:44.861760,1.00270526,.0003038,0.0397,154.7555,135.2756,103.6131,0,U,29236,999,7130,0,-.118E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-01-02T05:00:31.977216,14.64516113,.0013235,97.8260,194.6838,238.3003,182.3127,0,U,29268,999,3718,.13876E-3,.691E-5,0
EUTELSAT HOTBIRD 13B,2006-032A,2026-01-01T21:33:15.388992,1.00271832,.0003606,1.2322,84.1824,200.6963,173.0542,0,U,29270,999,4564,0,.164E-5,0
JCSAT-3A,2006-033A,2026-01-01T22:00:20.295648,1.00270712,.00023771,0.0107,31.0584,255.3556,273.2404,0,U,29272,999,4607,0,-.335E-5,0
SYRACUSE 3B,2006-033B,2026-01-01T23:07:28.864128,1.00271936,.00043983,2.4726,82.1937,200.6853,168.8866,0,U,29273,999,7101,0,.28E-6,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-01-02T01:21:33.901632,1.00272175,.0002158,1.3544,85.2506,220.2488,289.6466,0,U,29349,999,3965,0,-.35E-5,0
HINODE (SOLAR-B),2006-041A,2026-01-01T23:55:56.429760,14.68342070,.0018821,98.0638,20.5480,95.0720,265.2634,0,U,29479,999,3048,.25263E-3,.1414E-4,0
NAVSTAR 58 (USA 190),2006-042A,2026-01-01T11:41:45.355200,2.00553325,.0107195,54.6961,157.9573,52.3744,320.0430,0,U,29486,999,14105,0,.54E-6,0
DIRECTV 9S,2006-043A,2026-01-02T02:03:07.421184,1.00270696,.0003423,1.9922,82.9812,205.3776,102.9374,0,U,29494,999,4971,0,-.106E-5,0
OPTUS D1,2006-043B,2026-01-02T03:15:22.999968,1.00272699,.0003808,2.6071,81.7598,201.7713,19.0317,0,U,29495,999,7045,0,-.178E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-01-02T03:24:25.492608,15.14613000,.0003506,97.6602,42.0178,21.2890,338.8487,0,U,29505,999,4711,.61335E-3,.1127E-3,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-01-02T05:25:35.281056,15.00634263,.0012288,97.6916,32.5856,266.6856,93.2962,0,U,29506,999,4584,.16109E-3,.1979E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-01-02T03:16:33.643200,14.14930159,.0010344,98.7392,12.1009,165.3030,194.8446,0,U,29522,999,98893,.19424E-3,.332E-5,0
BADR-4,2006-051A,2026-01-02T02:39:26.442144,1.00268798,.0008124,1.5763,82.9813,217.1223,227.7414,0,U,29526,999,4960,0,.152E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-01-01T21:19:13.643040,2.00574861,.00882024,54.9668,220.5983,87.7171,273.3755,0,U,29601,999,14007,0,.93E-6,0
WILDBLUE-1,2006-054A,2026-01-01T17:26:39.008832,1.00274740,.00018181,2.3734,82.6513,200.0115,329.1711,0,U,29643,999,5212,0,-.42E-6,0
LAPAN-TUBSAT,2007-001A,2026-01-02T04:29:43.797408,14.85707960,.0012626,98.1262,357.7663,12.4810,347.6714,0,U,29709,999,2650,.16152E-3,.1346E-4,0
THEMIS A,2007-004A,2026-01-01T19:04:57.228384,0.87835759,.84346725,5.5620,130.8691,159.4616,287.2084,0,U,30580,999,3981,.33390056E-2,-.483E-5,0
SKYNET 5A,2007-007B,2026-01-01T18:25:33.365856,1.00274185,.00039265,4.8781,75.7837,214.5313,182.6522,0,U,30794,999,6903,0,-.266E-5,0
THEMIS D,2007-004D,2026-01-01T16:51:41.626368,0.87836446,.8385154,5.6850,87.6666,205.7547,246.6018,0,U,30797,999,3961,0,-.541E-5,0
THEMIS E,2007-004E,2026-01-02T04:14:13.429248,0.87837926,.8388857,3.0588,103.4998,190.8187,50.4380,0,U,30798,999,6445,0,-.512E-5,0
ANIK F3,2007-009A,2026-01-02T01:23:38.785920,1.00270962,.0002952,0.7685,85.9748,196.4816,81.4437,0,U,31102,999,4489,0,.7E-7,0
HAIYANG-1B,2007-010A,2026-01-01T22:36:23.210784,14.30973509,.0013126,98.3332,350.3873,338.9523,21.1119,0,U,31113,999,97685,.11545E-3,.262E-5,0
SAUDISAT 3,2007-012B,2026-01-01T20:24:31.316544,14.71278117,.00155562,98.1256,312.3646,40.6689,319.5676,0,U,31118,999,328,.15153539E-3,.886E-5,0
SAUDICOMSAT 7,2007-012C,2026-01-01T20:19:05.626560,14.65826110,.005603,98.3567,332.8083,359.1601,0.9498,0,U,31119,999,99806,.34261E-3,.186E-4,0
SAUDICOMSAT 6,2007-012E,2026-01-01T21:35:46.408416,14.62283042,.007312,98.3876,326.5741,123.9749,236.8428,0,U,31121,999,99587,.23562E-3,.1183E-4,0
SAUDICOMSAT 5,2007-012H,2025-12-17T10:33:22.214016,14.67812589,.00472814,98.3260,317.9245,339.0884,20.8385,0,U,31124,999,99692,.15389605E-3,.839E-5,0
SAUDICOMSAT 3,2007-012J,2026-01-01T21:17:19.749696,14.70341999,.0038504,98.2938,334.2022,216.4184,143.4401,0,U,31125,999,38,.31268E-3,.1857E-4,0
SAUDICOMSAT 4,2007-012L,2026-01-01T10:24:53.576352,14.64222853,.006487,98.3769,330.8482,59.9333,300.8281,0,U,31127,999,99697,.30759E-3,.1617E-4,0
ASTRA 1L,2007-016A,2026-01-02T02:33:49.481280,1.00076364,.0002397,0.8926,82.7431,192.3010,231.8050,0,U,31306,999,4332,0,.19E-6,0
GALAXY 17 (G-17),2007-016B,2026-01-02T02:48:38.752416,1.00270044,.0005699,2.5510,82.0427,181.0355,155.8425,0,U,31307,999,6813,0,-.2E-5,0
YAOGAN-2,2007-019A,2026-01-01T13:59:56.647392,14.82349481,.0021922,98.2823,216.4665,91.1055,269.2668,0,U,31490,999,293,.51676E-3,.4095E-4,0
GLOBALSTAR M069,2007-020C,2026-01-02T00:20:56.408928,12.23465584,.00018,52.0060,2.4588,160.8796,236.1788,0,U,31573,999,85846,.20679E-3,-.7E-6,0
GLOBALSTAR M072,2007-020D,2026-01-01T17:22:46.364736,11.91655001,.00014595,51.9902,183.4156,42.3938,39.9000,0,U,31574,999,85513,.27824902E-3,-.64E-6,0
COSMO-SKYMED 1,2007-023A,2026-01-02T04:34:27.928992,14.95945400,.0001231,97.8826,192.7258,87.8800,272.2561,0,U,31598,999,496,.61363E-3,.6817E-4,0
TERRASAR-X,2007-026A,2026-01-01T14:39:38.920032,15.19149556,.0001987,97.4447,11.7014,86.1168,274.0293,0,U,31698,999,2793,.15917E-3,.3277E-4,0
COSMOS 2428,2007-029A,2026-01-02T03:04:26.538816,14.12900515,.0004849,70.9378,343.0719,355.1509,4.9564,0,U,31792,999,95469,.21118E-3,.345E-5,0
ZHONGXING-6B,2007-031A,2026-01-02T04:00:11.208960,0.99060356,.0010432,2.0086,81.2103,219.6406,170.3568,0,U,31800,999,6775,0,-.199E-5,0
DIRECTV 10,2007-032A,2026-01-02T02:02:37.469760,1.00265820,.0000477,0.0079,112.9307,166.7425,109.9020,0,U,31862,999,4392,0,-.93E-6,0
WORLDVIEW-1 (WV-1),2007-041A,2026-01-01T08:19:59.936736,15.24124856,.0002719,97.3818,123.5363,324.2515,35.8540,0,U,32060,999,1746,.55606E-3,.13461E-3,0
INTELSAT 11 (IS-11),2007-044B,2026-01-01T23:46:51.500640,0.99051441,.0008715,3.1324,80.7400,175.7129,338.6352,0,U,32253,999,6680,0,-.271E-5,0
WGS F1 (USA 195),2007-046A,2026-01-02T02:19:50.818944,1.00270211,.0001105,0.1341,86.1441,225.3970,142.6287,0,U,32258,999,5067,0,-.259E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-01-02T04:41:00.749184,2.00563548,.0163922,53.9691,86.9132,85.4734,276.4174,0,U,32260,999,13348,0,-.42E-6,0
GLOBALSTAR M066,2007-048C,2026-01-01T21:16:17.192640,12.30384073,.0005837,51.9562,175.3139,62.4080,92.0354,0,U,32265,999,83975,-.51122E-4,-.101E-5,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-01-01T07:53:42.995904,2.13103886,.0004874,65.6726,321.5487,259.0275,100.9084,0,U,32275,999,14150,0,-.64E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-01-02T02:34:11.945280,2.13103086,.0011388,65.6879,321.6469,316.1693,225.1152,0,U,32276,999,14154,0,-.66E-6,0
SAR-LUPE 3,2007-053A,2026-01-02T03:55:16.643712,16.05360696,.0006238,98.1282,188.4024,319.5852,40.4963,0,U,32283,999,1451,.91993E-3,.637724E-2,.2014E-3
YAOGAN-3,2007-055A,2026-01-02T05:35:27.700800,14.89974785,.0001189,97.8348,33.6723,94.1387,265.9967,0,U,32289,999,98114,.36362E-3,.3449E-4,0
SKYNET 5B,2007-056B,2026-01-01T23:59:21.748992,1.00274410,.0003805,4.8289,75.5138,207.6164,203.4542,0,U,32294,999,6653,0,.144E-5,0
ASTRA 4A,2007-057A,2026-01-02T02:33:19.528992,1.00269846,.0002847,0.0278,312.0923,323.7654,229.0300,0,U,32299,999,4998,0,.41E-6,0
COSMO-SKYMED 2,2007-059A,2026-01-01T22:48:14.476320,14.82169360,.00012587,97.8809,187.9702,82.4046,277.7310,0,U,32376,999,97737,.15811304E-3,.1207E-4,0
RADARSAT-2,2007-061A,2026-01-01T23:55:34.718304,14.29981678,.00011479,98.5798,11.2930,83.3812,276.7502,0,U,32382,999,94220,.54299178E-4,.96E-6,0
NAVSTAR 61 (USA 199),2007-062A,2026-01-01T18:23:56.021568,2.00549644,.00315004,55.1648,280.8422,161.9974,19.1821,0,U,32384,999,13217,0,-.24E-6,0
HORIZONS-2,2007-063B,2026-01-01T22:45:30.968640,1.00271194,.00049342,2.1735,82.7272,199.8630,86.5884,0,U,32388,999,6614,0,-.246E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-01-01T05:57:50.722272,2.13101197,.0004878,64.3164,197.5445,72.5159,116.2424,0,U,32393,999,14021,0,.118E-5,0
COSMOS 2436 [GLONASS-M],2007-065C,2025-12-31T22:20:41.702208,2.13100063,.0017833,64.3250,197.6257,10.4571,67.7498,0,U,32395,999,14016,0,.122E-5,0
THURAYA-3,2008-001A,2026-01-02T03:00:01.971648,1.00271908,.0002778,5.7076,35.4721,241.2289,328.5703,0,U,32404,999,6582,0,-.298E-5,0
THOR 5,2008-006A,2026-01-01T23:06:21.472128,1.00270882,.00026539,0.0175,43.9775,240.9212,162.5456,0,U,32487,999,6565,0,0,0
AMC-14,2008-011A,2026-01-01T16:24:59.183712,1.00294885,.00427424,23.8063,22.5269,350.5029,6.9098,0,U,32708,999,6649,0,.104E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-01-01T14:47:52.804032,2.00566418,.02033768,54.4793,156.5794,245.1965,112.6469,0,U,32711,999,13041,0,.49E-6,0
DIRECTV 11,2008-013A,2026-01-01T10:39:16.839360,1.00258932,.0001189,0.0500,208.6813,318.8745,354.1686,0,U,32729,999,4392,0,-.112E-5,0
ICO G1,2008-016A,2026-01-02T02:05:29.695200,1.00272282,.0002568,5.4991,36.5290,234.6662,129.0450,0,U,32763,999,6488,0,-.168E-5,0
VINASAT-1,2008-018A,2026-01-01T22:01:27.689376,1.00272141,.00019559,0.0289,300.5582,355.3476,267.9648,0,U,32767,999,6492,0,-.319E-5,0
STAR ONE C2,2008-018B,2026-01-02T02:40:38.568864,1.00273463,.0002966,0.8161,83.9429,202.1075,150.8644,0,U,32768,999,6498,0,-.269E-5,0
CARTOSAT-2A,2008-021A,2026-01-02T04:05:44.331936,14.78969709,.0010552,97.7911,56.3536,294.4806,65.5304,0,U,32783,999,95426,.23592E-3,.1693E-4,0
CUTE-1.7+APD II (CO-65),2008-021C,2025-12-17T16:26:04.344000,15.07103756,.00078291,97.8081,324.8433,290.5969,69.4418,0,U,32785,999,95783,.38073395E-3,.5656E-4,0
CANX-2,2008-021H,2026-01-01T22:16:04.607904,15.04009744,.0008867,97.8461,338.8472,241.1479,118.8857,0,U,32790,999,95980,.62681E-3,.8611E-4,0
SEEDS II (CO-66),2008-021J,2026-01-01T21:47:57.641856,15.26060069,.0004085,97.7445,352.7603,139.9946,220.1593,0,U,32791,999,96187,.11803E-2,.30429E-3,0
AMOS-3,2008-022A,2026-01-02T02:30:49.768416,1.00270573,.000385,0.0289,86.2313,161.3142,247.7791,0,U,32794,999,8067,0,-.27E-6,0
GALAXY 18 (G-18),2008-024A,2026-01-02T01:56:53.019744,1.00271064,.0003272,0.0151,48.7073,232.3267,86.8938,0,U,32951,999,4418,0,.34E-6,0
YUBILEINY (RS-30),2008-025A,2026-01-02T05:34:56.239104,12.43172837,.0018392,82.5032,98.6785,315.0761,44.8830,0,U,32953,999,79907,.28933E-3,.5E-6,0
COSMOS 2437,2008-025B,2026-01-02T05:07:21.027648,12.42755821,.001983,82.5016,100.6601,333.6025,113.3442,0,U,32954,999,79875,.68237E-3,.104E-5,0
COSMOS 2438,2008-025C,2026-01-02T04:39:38.145600,12.43365417,.0020271,82.5018,96.1482,307.9576,51.9672,0,U,32955,999,79920,.83613E-3,.126E-5,0
COSMOS 2439,2008-025D,2026-01-02T05:03:25.178976,12.43066599,.0020001,82.5067,100.9823,318.8591,41.0980,0,U,32956,999,79909,.42185E-3,.68E-6,0
FENGYUN 3A,2008-026A,2026-01-01T18:34:42.970080,14.19522493,.00077261,98.6718,305.8814,245.1499,114.8874,0,U,32958,999,91179,.14068585E-3,.253E-5,0
ZHONGXING-9,2008-028A,2026-01-02T02:58:24.627360,1.00272579,.0010149,0.3434,88.2163,194.7374,315.8242,0,U,33051,999,6437,0,-.241E-5,0
FGRST (GLAST),2008-029A,2026-01-02T02:49:41.193696,15.22777166,.000843,25.5828,276.6553,165.9656,194.1117,0,U,33053,999,97048,.26733E-3,.6769E-4,0
SKYNET 5C,2008-030A,2026-01-02T02:26:50.149248,1.00271035,.0004503,3.3635,79.0376,211.1926,190.3954,0,U,33055,999,6429,0,-.135E-5,0
TURKSAT 3A,2008-030B,2026-01-02T02:43:56.012736,1.00270588,.0003084,0.0442,74.9457,206.2706,263.5083,0,U,33056,999,5069,0,.155E-5,0
INTELSAT 25 (IS-25),2008-034A,2026-01-02T02:22:58.020960,1.00272301,.0005244,2.2795,82.4119,195.8413,187.7233,0,U,33153,999,6403,0,-.218E-5,0
ECHOSTAR 11,2008-035A,2026-01-02T02:00:37.659744,1.00270299,.0002811,0.5754,86.2204,187.2605,108.4060,0,U,33207,999,4954,0,-.48E-6,0
SUPERBIRD-C2,2008-038A,2026-01-01T23:46:51.500640,1.00271578,.0002943,1.9325,83.4196,131.6000,19.3661,0,U,33274,999,10406,0,-.299E-5,0
AMC-21,2008-038B,2026-01-02T03:18:51.706080,0.99166617,.000089,2.5200,82.2394,147.3461,95.0002,0,U,33275,999,6382,0,-.184E-5,0
INMARSAT 4-F3,2008-039A,2026-01-02T02:03:59.836608,1.00271895,.000288,4.1520,30.9214,255.6088,108.2015,0,U,33278,999,4488,0,-.135E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-01-02T04:50:32.179776,14.83473479,.0018316,97.6548,354.6485,328.0378,31.9724,0,U,33320,999,93379,.28811E-3,.2324E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-01-02T05:39:33.865632,14.82886757,.0037074,97.6404,358.3236,10.4498,349.7478,0,U,33321,999,93381,.80082E-4,.605E-5,0
GEOEYE 1,2008-042A,2026-01-02T03:36:06.745248,14.64733678,.0003451,98.1226,78.1709,200.8428,159.2634,0,U,33331,999,92584,.21947E-3,.1121E-4,0
NIMIQ 4,2008-044A,2026-01-02T02:08:36.894624,1.00270862,.0002176,0.0189,51.0423,250.2159,110.6256,0,U,33373,999,6331,0,-.211E-5,0
GALAXY 19 (G-19),2008-045A,2026-01-02T02:04:22.300608,1.00271106,.0003012,0.0456,261.4966,19.3050,115.0099,0,U,33376,999,6323,0,-.13E-5,0
THEOS,2008-049A,2026-01-02T04:26:02.785344,14.20100424,.0001221,98.5847,64.6692,91.5917,268.5399,0,U,33396,999,89440,-.71184E-4,-.194E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-01-02T04:50:47.016384,15.15051258,.0010817,97.8604,29.8223,217.2554,142.7928,0,U,33408,999,93781,.65093E-3,.12128E-3,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-01-02T03:57:23.231808,15.03465166,.0017921,97.8686,19.3025,237.7106,122.2384,0,U,33409,999,93779,.10024E-3,.1305E-4,0
COSMO-SKYMED 3,2008-054A,2026-01-02T03:22:27.554016,15.05572835,.0017108,97.8459,217.8764,106.6459,253.6646,0,U,33412,999,93194,.59576E-3,.8552E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-01-02T00:57:18.205920,14.30732465,.001259,98.6234,30.0737,262.1478,97.8276,0,U,33433,999,89504,.12626E-3,.286E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-01-02T04:54:13.129632,14.30109814,.0013171,98.6314,29.9914,268.1339,91.8334,0,U,33434,999,89489,.78293E-4,.158E-5,0
ASTRA 1M,2008-057A,2026-01-02T02:37:26.633856,1.00273981,.0002181,0.0315,52.0805,183.9822,284.2650,0,U,33436,999,4407,0,.129E-5,0
YAOGAN-4,2008-061A,2026-01-01T18:45:42.043968,14.82754927,.00130031,97.9202,296.6870,251.5954,108.3846,0,U,33446,999,92100,.35267598E-3,.28E-4,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-01-02T02:17:36.034080,1.00269619,.0003751,2.5235,81.1912,201.7152,162.9278,0,U,33459,999,4568,0,-.277E-5,0
GOSAT (IBUKI),2009-002A,2026-01-01T21:51:22.853952,14.67546306,.000109,98.0765,115.2338,107.8208,252.3116,0,U,33492,999,90707,.23322E-3,.1275E-4,0
STARS (KUKAI),2009-002G,2026-01-01T18:24:52.614432,14.94134499,.00089144,98.1394,302.6490,10.6051,349.5355,0,U,33498,999,91361,.93834755E-3,.9992E-4,0
KKS-1 (KISEKI),2009-002H,2026-01-02T01:23:59.254080,14.82525340,.0009329,98.1190,281.9526,105.4253,254.7990,0,U,33499,999,91157,.45693E-3,.3619E-4,0
EXPRESS-AM44,2009-007A,2026-01-02T04:11:32.620704,1.00270746,.0004861,3.0353,80.4678,197.2555,235.9641,0,U,33595,999,5062,0,-.84E-6,0
NSS-9,2009-008A,2026-01-01T18:50:38.465088,1.00270782,.00022385,0.8311,84.2489,191.2191,291.6801,0,U,33749,999,6185,0,.81E-6,0
TELSTAR 11N,2009-009A,2026-01-02T02:21:20.675808,1.00269878,.0002882,0.0047,100.9093,180.5890,178.0296,0,U,34111,999,4458,0,-.242E-5,0
NAVSTAR 63 (USA 203),2009-014A,2025-12-31T12:33:05.245632,2.00557549,.01442342,54.5150,217.3778,61.0166,297.6821,0,U,34661,999,12291,0,.106E-5,0
WGS F2 (USA 204),2009-017A,2026-01-02T02:48:25.583328,1.00271033,.0000448,0.0050,104.5549,182.5995,274.2023,0,U,34713,999,4395,0,.77E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2026-01-01T23:37:28.871616,1.00272392,.0002227,0.0086,12.6253,244.3891,307.2371,0,U,34941,999,6096,0,-.336E-5,0
MEASAT-3A,2009-032A,2026-01-02T03:17:37.784832,1.00270543,.0003404,0.0278,332.5014,317.0035,21.6974,0,U,35362,999,636,0,-.102E-5,0
GOES 14,2009-033A,2026-01-02T01:23:38.785920,1.00098007,.0001079,1.2561,85.1688,205.3799,69.5339,0,U,35491,999,492,0,.52E-6,0
FM-5,2009-034A,2026-01-02T02:56:38.474592,1.00271193,.0001079,0.0179,305.1698,240.4072,234.1932,0,U,35493,999,4497,0,-.191E-5,0
TERRESTAR-1,2009-035A,2026-01-02T01:23:38.785920,1.00271539,.0002673,5.0379,48.8447,238.6516,84.1111,0,U,35496,999,6046,0,-.52E-6,0
COSMOS 2451,2009-036A,2026-01-02T03:50:21.107328,12.40866800,.0006408,82.4869,195.3572,207.0781,152.9964,0,U,35498,999,74705,.29245E-3,.49E-6,0
COSMOS 2453,2009-036C,2026-01-02T05:19:05.429568,12.41516230,.0007064,82.4872,190.9851,162.6591,197.4730,0,U,35500,999,74738,.20885E-3,.38E-6,0
DEIMOS-1,2009-041A,2026-01-02T04:50:27.654144,14.74989656,.0002135,97.7153,166.8542,47.5289,312.6101,0,U,35681,999,88241,.16334E-3,.1051E-4,0
